en,tn,tkgid,tkseq,type,state
H'1530,12,CASCABE040C,12,BOTHWAY,AVFREE
H'1530,13,CASCABE040C,13,BOTHWAY,AVFREE
H'1530,14,CASCABE040C,14,BOTHWAY,AVFREE
H'1530,15,CASCABE040C,15,BOTHWAY,AVFREE
H'1530,17,CASCABE040C,17,BOTHWAY,AVFREE
H'1530,18,CASCABE040C,18,BOTHWAY,AVFREE
H'1530,19,CASCABE040C,19,BOTHWAY,AVFREE
H'1530,20,CASCABE040C,20,BOTHWAY,AVFREE
H'1530,21,CASCABE040C,21,BOTHWAY,AVFREE
H'1530,22,CASCABE040C,22,BOTHWAY,AVFREE
H'1530,23,CASCABE040C,23,BOTHWAY,AVFREE
H'1530,24,CASCABE040C,24,BOTHWAY,AVFREE
H'1530,25,CASCABE040C,25,BOTHWAY,AVFREE
H'1530,26,CASCABE040C,26,BOTHWAY,AVFREE
H'1530,27,CASCABE040C,27,BOTHWAY,AVFREE
H'1530,28,CASCABE040C,28,BOTHWAY,AVFREE
H'1530,29,CASCABE040C,29,BOTHWAY,AVFREE
H'1530,30,CASCABE040C,30,BOTHWAY,AVFREE
H'1530,31,CASCABE040C,31,BOTHWAY,AVFREE
H'1601,1,PP0TPUB,301,BOTHWAY,AVFREE
H'1601,2,PP0TPUB,302,BOTHWAY,AVFREE
H'1601,3,PP0TPUB,303,BOTHWAY,AVFREE
H'1601,4,PP0TPUB,304,BOTHWAY,AVFREE
H'1601,5,PP0TPUB,305,BOTHWAY,AVFREE
H'1601,6,PP0TPUB,306,BOTHWAY,AVFREE
H'1601,7,PP0TPUB,307,BOTHWAY,AVFREE
H'1601,8,PP0TPUB,308,BOTHWAY,AVFREE
H'1601,9,PP0TPUB,309,BOTHWAY,AVFREE
H'1601,10,PP0TPUB,310,BOTHWAY,AVFREE
H'1601,11,PP0TPUB,311,BOTHWAY,AVFREE
H'1601,12,PP0TPUB,312,BOTHWAY,AVFREE
H'1601,13,PP0TPUB,313,BOTHWAY,AVFREE
H'1601,14,PP0TPUB,314,BOTHWAY,AVFREE
H'1601,15,PP0TPUB,315,BOTHWAY,AVFREE
H'1601,16,PP0TPUB,316,BOTHWAY,AVFREE
H'1601,17,PP0TPUB,317,BOTHWAY,AVFREE
H'1601,18,PP0TPUB,318,BOTHWAY,AVFREE
H'1601,19,PP0TPUB,319,BOTHWAY,AVFREE
H'1601,20,PP0TPUB,320,BOTHWAY,AVFREE
H'1601,21,PP0TPUB,321,BOTHWAY,AVFREE
H'1601,22,PP0TPUB,322,BOTHWAY,AVFREE
H'1601,23,PP0TPUB,323,BOTHWAY,AVFREE
H'1601,24,PP0TPUB,324,BOTHWAY,AVFREE
H'1601,25,PP0TPUB,325,BOTHWAY,AVFREE
H'1601,26,PP0TPUB,326,BOTHWAY,AVFREE
H'1601,27,PP0TPUB,327,BOTHWAY,AVFREE
H'1601,28,PP0TPUB,328,BOTHWAY,AVFREE
H'1601,29,PP0TPUB,329,BOTHWAY,AVFREE
H'1601,30,PP0TPUB,330,BOTHWAY,AVFREE
H'1601,31,PP0TPUB,331,BOTHWAY,AVFREE
H'1602,1,PP0YPUB,101,BOTHWAY,AVFREE
H'1602,2,PP0YPUB,102,BOTHWAY,AVFREE
H'1602,3,PP0YPUB,103,BOTHWAY,AVFREE
H'1602,4,PP0YPUB,104,BOTHWAY,AVFREE
H'1602,5,PP0YPUB,105,BOTHWAY,AVFREE
H'1602,6,PP0YPUB,106,BOTHWAY,AVFREE
H'1602,7,PP0YPUB,107,BOTHWAY,AVFREE
H'1602,8,PP0YPUB,108,BOTHWAY,AVFREE
H'1602,9,PP0YPUB,109,BOTHWAY,AVFREE
H'1602,10,PP0YPUB,110,BOTHWAY,AVFREE
H'1602,11,PP0YPUB,111,BOTHWAY,AVFREE
H'1602,12,PP0YPUB,112,BOTHWAY,AVFREE
H'1602,13,PP0YPUB,113,BOTHWAY,AVFREE
H'1602,14,PP0YPUB,114,BOTHWAY,AVFREE
H'1602,15,PP0YPUB,115,BOTHWAY,AVFREE
H'1602,16,PP0YPUB,116,BOTHWAY,AVFREE
H'1602,17,PP0YPUB,117,BOTHWAY,AVFREE
H'1602,18,PP0YPUB,118,BOTHWAY,AVFREE
H'1602,19,PP0YPUB,119,BOTHWAY,AVFREE
H'1602,20,PP0YPUB,120,BOTHWAY,AVFREE
H'1602,21,PP0YPUB,121,BOTHWAY,AVFREE
H'1602,22,PP0YPUB,122,BOTHWAY,AVFREE
H'1602,23,PP0YPUB,123,BOTHWAY,AVFREE
H'1602,24,PP0YPUB,124,BOTHWAY,AVFREE
H'1602,25,PP0YPUB,125,BOTHWAY,AVFREE
H'1602,26,PP0YPUB,126,BOTHWAY,AVFREE
H'1602,27,PP0YPUB,127,BOTHWAY,AVFREE
H'1602,28,PP0YPUB,128,BOTHWAY,AVFREE
H'1602,29,PP0YPUB,129,BOTHWAY,AVFREE
H'1602,30,PP0YPUB,130,BOTHWAY,AVFREE
H'1602,31,PP0YPUB,131,BOTHWAY,AVFREE
H'1603,1,PP0YPUB,201,BOTHWAY,AVFREE
H'1603,2,PP0YPUB,202,BOTHWAY,AVFREE
H'1603,3,PP0YPUB,203,BOTHWAY,AVFREE
H'1603,4,PP0YPUB,204,BOTHWAY,AVFREE
H'1603,5,PP0YPUB,205,BOTHWAY,AVFREE
H'1603,6,PP0YPUB,206,BOTHWAY,AVFREE
H'1603,7,PP0YPUB,207,BOTHWAY,AVFREE
H'1603,8,PP0YPUB,208,BOTHWAY,AVFREE
H'1603,9,PP0YPUB,209,BOTHWAY,AVFREE
H'1603,10,PP0YPUB,210,BOTHWAY,AVFREE
H'1603,11,PP0YPUB,211,BOTHWAY,AVFREE
H'1603,12,PP0YPUB,212,BOTHWAY,AVFREE
H'1603,13,PP0YPUB,213,BOTHWAY,AVFREE
H'1603,14,PP0YPUB,214,BOTHWAY,AVFREE
H'1603,15,PP0YPUB,215,BOTHWAY,AVFREE
H'1603,16,PP0YPUB,216,BOTHWAY,AVFREE
H'1603,17,PP0YPUB,217,BOTHWAY,AVFREE
H'1603,18,PP0YPUB,218,BOTHWAY,AVFREE
H'1603,19,PP0YPUB,219,BOTHWAY,AVFREE
H'1603,20,PP0YPUB,220,BOTHWAY,AVFREE
H'1603,21,PP0YPUB,221,BOTHWAY,AVFREE
H'1603,22,PP0YPUB,222,BOTHWAY,AVFREE
H'1603,23,PP0YPUB,223,BOTHWAY,AVFREE
H'1603,24,PP0YPUB,224,BOTHWAY,AVFREE
H'1603,25,PP0YPUB,225,BOTHWAY,AVFREE
H'1603,26,PP0YPUB,226,BOTHWAY,AVFREE
H'1603,27,PP0YPUB,227,BOTHWAY,AVFREE
H'1603,28,PP0YPUB,228,BOTHWAY,AVFREE
H'1603,29,PP0YPUB,229,BOTHWAY,AVFREE
H'1603,30,PP0YPUB,230,BOTHWAY,AVFREE
H'1603,31,PP0YPUB,231,BOTHWAY,AVFREE
H'1610,1,PP0YPUB,301,BOTHWAY,AVFREE
H'1610,2,PP0YPUB,302,BOTHWAY,AVFREE
H'1610,3,PP0YPUB,303,BOTHWAY,AVFREE
H'1610,4,PP0YPUB,304,BOTHWAY,AVFREE
H'1610,5,PP0YPUB,305,BOTHWAY,AVFREE
H'1610,6,PP0YPUB,306,BOTHWAY,AVFREE
H'1610,7,PP0YPUB,307,BOTHWAY,AVFREE
H'1610,8,PP0YPUB,308,BOTHWAY,AVFREE
H'1610,9,PP0YPUB,309,BOTHWAY,AVFREE
H'1610,10,PP0YPUB,310,BOTHWAY,AVFREE
H'1610,11,PP0YPUB,311,BOTHWAY,AVFREE
H'1610,12,PP0YPUB,312,BOTHWAY,AVFREE
H'1610,13,PP0YPUB,313,BOTHWAY,AVFREE
H'1610,14,PP0YPUB,314,BOTHWAY,AVFREE
H'1610,15,PP0YPUB,315,BOTHWAY,AVFREE
H'1610,16,PP0YPUB,316,BOTHWAY,AVFREE
H'1610,17,PP0YPUB,317,BOTHWAY,AVFREE
H'1610,18,PP0YPUB,318,BOTHWAY,AVFREE
H'1610,19,PP0YPUB,319,BOTHWAY,AVFREE
H'1610,20,PP0YPUB,320,BOTHWAY,AVFREE
H'1610,21,PP0YPUB,321,BOTHWAY,AVFREE
H'1610,22,PP0YPUB,322,BOTHWAY,AVFREE
H'1610,23,PP0YPUB,323,BOTHWAY,AVFREE
H'1610,24,PP0YPUB,324,BOTHWAY,AVFREE
H'1610,25,PP0YPUB,325,BOTHWAY,AVFREE
H'1610,26,PP0YPUB,326,BOTHWAY,AVFREE
H'1610,27,PP0YPUB,327,BOTHWAY,AVFREE
H'1610,28,PP0YPUB,328,BOTHWAY,AVFREE
H'1610,29,PP0YPUB,329,BOTHWAY,AVFREE
H'1610,30,PP0YPUB,330,BOTHWAY,AVFREE
H'1610,31,PP0YPUB,331,BOTHWAY,AVFREE
H'1611,1,PP0YPUB,401,BOTHWAY,AVFREE
H'1611,2,PP0YPUB,402,BOTHWAY,AVFREE
H'1611,3,PP0YPUB,403,BOTHWAY,AVFREE
H'1611,4,PP0YPUB,404,BOTHWAY,AVFREE
H'1611,5,PP0YPUB,405,BOTHWAY,AVFREE
H'1611,6,PP0YPUB,406,BOTHWAY,AVFREE
H'1611,7,PP0YPUB,407,BOTHWAY,AVFREE
H'1611,8,PP0YPUB,408,BOTHWAY,AVFREE
H'1611,9,PP0YPUB,409,BOTHWAY,AVFREE
H'1611,10,PP0YPUB,410,BOTHWAY,AVFREE
H'1611,11,PP0YPUB,411,BOTHWAY,AVFREE
H'1611,12,PP0YPUB,412,BOTHWAY,AVFREE
H'1611,13,PP0YPUB,413,BOTHWAY,AVFREE
H'1611,14,PP0YPUB,414,BOTHWAY,AVFREE
H'1611,15,PP0YPUB,415,BOTHWAY,AVFREE
H'1611,16,PP0YPUB,416,BOTHWAY,AVFREE
H'1611,17,PP0YPUB,417,BOTHWAY,AVFREE
H'1611,18,PP0YPUB,418,BOTHWAY,AVFREE
H'1611,19,PP0YPUB,419,BOTHWAY,AVFREE
H'1611,20,PP0YPUB,420,BOTHWAY,AVFREE
H'1611,21,PP0YPUB,421,BOTHWAY,AVFREE
H'1611,22,PP0YPUB,422,BOTHWAY,AVFREE
H'1611,23,PP0YPUB,423,BOTHWAY,AVFREE
H'1611,24,PP0YPUB,424,BOTHWAY,AVFREE
H'1611,25,PP0YPUB,425,BOTHWAY,AVFREE
H'1611,26,PP0YPUB,426,BOTHWAY,AVFREE
H'1611,27,PP0YPUB,427,BOTHWAY,AVFREE
H'1611,28,PP0YPUB,428,BOTHWAY,AVFREE
H'1611,29,PP0YPUB,429,BOTHWAY,AVFREE
H'1611,30,PP0YPUB,430,BOTHWAY,AVFREE
H'1611,31,PP0YPUB,431,BOTHWAY,AVFREE
H'1612,1,PP0XPUB,601,BOTHWAY,AVFREE
H'1612,2,PP0XPUB,602,BOTHWAY,AVFREE
H'1612,3,PP0XPUB,603,BOTHWAY,AVFREE
H'1612,4,PP0XPUB,604,BOTHWAY,AVFREE
H'1612,5,PP0XPUB,605,BOTHWAY,AVFREE
H'1612,6,PP0XPUB,606,BOTHWAY,AVFREE
H'1612,7,PP0XPUB,607,BOTHWAY,AVFREE
H'1612,8,PP0XPUB,608,BOTHWAY,AVFREE
H'1612,9,PP0XPUB,609,BOTHWAY,AVFREE
H'1612,10,PP0XPUB,610,BOTHWAY,AVFREE
H'1612,11,PP0XPUB,611,BOTHWAY,AVFREE
H'1612,12,PP0XPUB,612,BOTHWAY,AVFREE
H'1612,13,PP0XPUB,613,BOTHWAY,AVFREE
H'1612,14,PP0XPUB,614,BOTHWAY,AVFREE
H'1612,15,PP0XPUB,615,BOTHWAY,AVFREE
H'1612,16,PP0XPUB,616,BOTHWAY,AVFREE
H'1612,17,PP0XPUB,617,BOTHWAY,AVFREE
H'1612,18,PP0XPUB,618,BOTHWAY,AVFREE
H'1612,19,PP0XPUB,619,BOTHWAY,AVFREE
H'1612,20,PP0XPUB,620,BOTHWAY,AVFREE
H'1612,21,PP0XPUB,621,BOTHWAY,AVFREE
H'1612,22,PP0XPUB,622,BOTHWAY,AVFREE
H'1612,23,PP0XPUB,623,BOTHWAY,AVFREE
H'1612,24,PP0XPUB,624,BOTHWAY,AVFREE
H'1612,25,PP0XPUB,625,BOTHWAY,AVFREE
H'1612,26,PP0XPUB,626,BOTHWAY,AVFREE
H'1612,27,PP0XPUB,627,BOTHWAY,AVFREE
H'1612,28,PP0XPUB,628,BOTHWAY,AVFREE
H'1612,29,PP0XPUB,629,BOTHWAY,AVFREE
H'1612,30,PP0XPUB,630,BOTHWAY,AVFREE
H'1612,31,PP0XPUB,631,BOTHWAY,AVFREE
H'1613,1,CASCABE0429,1,BOTHWAY,AVBUSY
H'1613,2,CASCABE0429,2,BOTHWAY,AVBUSY
H'1613,3,CASCABE0429,3,BOTHWAY,AVBUSY
H'1613,4,CASCABE0429,4,BOTHWAY,AVBUSY
H'1613,5,CASCABE0429,5,BOTHWAY,AVBUSY
H'1613,6,CASCABE0429,6,BOTHWAY,AVBUSY
H'1613,7,CASCABE0429,7,BOTHWAY,AVFREE
H'1613,8,CASCABE0429,8,BOTHWAY,AVFREE
H'1613,9,CASCABE0429,9,BOTHWAY,AVFREE
H'1613,10,CASCABE0429,10,BOTHWAY,AVFREE
H'1613,11,CASCABE0429,11,BOTHWAY,AVFREE
H'1613,12,CASCABE0429,12,BOTHWAY,AVFREE
H'1613,13,CASCABE0429,13,BOTHWAY,AVFREE
H'1613,14,CASCABE0429,14,BOTHWAY,AVFREE
H'1613,15,CASCABE0429,15,BOTHWAY,AVFREE
H'1613,17,CASCABE0429,17,BOTHWAY,AVFREE
H'1613,18,CASCABE0429,18,BOTHWAY,AVFREE
H'1613,19,CASCABE0429,19,BOTHWAY,AVFREE
H'1613,20,CASCABE0429,20,BOTHWAY,AVFREE
H'1613,21,CASCABE0429,21,BOTHWAY,AVFREE
H'1620,1,CL0TPUB,901,BOTHWAY,AVFREE
H'1620,2,CL0TPUB,902,BOTHWAY,AVFREE
H'1620,3,CL0TPUB,903,BOTHWAY,AVFREE
H'1620,4,CL0TPUB,904,BOTHWAY,AVFREE
H'1620,5,CL0TPUB,905,BOTHWAY,AVFREE
H'1620,6,CL0TPUB,906,BOTHWAY,AVFREE
H'1620,7,CL0TPUB,907,BOTHWAY,AVFREE
H'1620,8,CL0TPUB,908,BOTHWAY,AVFREE
H'1620,9,CL0TPUB,909,BOTHWAY,AVFREE
H'1620,10,CL0TPUB,910,BOTHWAY,AVFREE
H'1620,11,CL0TPUB,911,BOTHWAY,AVFREE
H'1620,12,CL0TPUB,912,BOTHWAY,AVFREE
H'1620,13,CL0TPUB,913,BOTHWAY,AVFREE
H'1620,14,CL0TPUB,914,BOTHWAY,AVFREE
H'1620,15,CL0TPUB,915,BOTHWAY,AVFREE
H'1620,16,CL0TPUB,916,BOTHWAY,AVFREE
H'1620,17,CL0TPUB,917,BOTHWAY,AVFREE
H'1620,18,CL0TPUB,918,BOTHWAY,AVFREE
H'1620,19,CL0TPUB,919,BOTHWAY,AVFREE
H'1620,20,CL0TPUB,920,BOTHWAY,AVFREE
H'1620,21,CL0TPUB,921,BOTHWAY,AVFREE
H'1620,22,CL0TPUB,922,BOTHWAY,AVFREE
H'1620,23,CL0TPUB,923,BOTHWAY,AVFREE
H'1620,24,CL0TPUB,924,BOTHWAY,AVFREE
H'1620,25,CL0TPUB,925,BOTHWAY,AVFREE
H'1620,26,CL0TPUB,926,BOTHWAY,AVFREE
H'1620,27,CL0TPUB,927,BOTHWAY,AVFREE
H'1620,28,CL0TPUB,928,BOTHWAY,AVFREE
H'1620,29,CL0TPUB,929,BOTHWAY,AVFREE
H'1620,30,CL0TPUB,930,BOTHWAY,AVFREE
H'1620,31,CL0TPUB,931,BOTHWAY,AVBUSY
H'1621,1,CASCABE0411,1,BOTHWAY,AVFREE
H'1621,2,CASCABE0411,2,BOTHWAY,AVFREE
H'1621,3,CASCABE0411,3,BOTHWAY,AVFREE
H'1621,4,CASCABE0411,4,BOTHWAY,AVFREE
H'1621,5,CASCABE0411,5,BOTHWAY,AVFREE
H'1621,6,CASCABE0411,6,BOTHWAY,AVFREE
H'1621,7,CASCABE0411,7,BOTHWAY,AVFREE
H'1621,8,CASCABE0411,8,BOTHWAY,AVFREE
H'1621,9,CASCABE0411,9,BOTHWAY,AVFREE
H'1621,10,CASCABE0411,10,BOTHWAY,AVFREE
H'1630,1,CASCABE0414,1,BOTHWAY,EXTBLK
H'1630,2,CASCABE0414,2,BOTHWAY,BLOCKED
H'1630,3,CASCABE0414,3,BOTHWAY,BLOCKED
H'1630,4,CASCABE0414,4,BOTHWAY,BLOCKED
H'1630,5,CASCABE0414,5,BOTHWAY,BLOCKED
H'1630,6,CASCABE0414,6,BOTHWAY,BLOCKED
H'1630,7,CASCABE0414,7,BOTHWAY,BLOCKED
H'1630,8,CASCABE0414,8,BOTHWAY,BLOCKED
H'1630,9,CASCABE0414,9,BOTHWAY,BLOCKED
H'1630,10,CASCABE0414,10,BOTHWAY,BLOCKED
H'1633,1,CASCABE0437,1,BOTHWAY,AVFREE
H'1633,2,CASCABE0437,2,BOTHWAY,AVFREE
H'1633,3,CASCABE0437,3,BOTHWAY,AVFREE
H'1633,4,CASCABE0437,4,BOTHWAY,AVFREE
H'1633,5,CASCABE0437,5,BOTHWAY,AVFREE
H'1633,6,CASCABE0437,6,BOTHWAY,AVFREE
H'1633,7,CASCABE0437,7,BOTHWAY,AVFREE
H'1633,8,CASCABE0437,8,BOTHWAY,AVFREE
H'1633,9,CASCABE0437,9,BOTHWAY,AVFREE
H'1633,10,CASCABE0437,10,BOTHWAY,AVFREE
H'1710,1,CASCABE0433,1,BOTHWAY,AVFREE
H'1710,2,CASCABE0433,2,BOTHWAY,AVFREE
H'1710,3,CASCABE0433,3,BOTHWAY,AVFREE
H'1710,4,CASCABE0433,4,BOTHWAY,AVFREE
H'1710,5,CASCABE0433,5,BOTHWAY,AVFREE
H'1710,6,CASCABE0433,6,BOTHWAY,AVFREE
H'1710,7,CASCABE0433,7,BOTHWAY,AVFREE
H'1710,8,CASCABE0433,8,BOTHWAY,AVFREE
H'1710,9,CASCABE0433,9,BOTHWAY,AVFREE
H'1710,10,CASCABE0433,10,BOTHWAY,AVFREE
H'1711,1,CASCABE042B,32,BOTHWAY,AVFREE
H'1711,2,CASCABE042B,33,BOTHWAY,AVFREE
H'1711,3,CASCABE042B,34,BOTHWAY,AVFREE
H'1711,4,CASCABE042B,35,BOTHWAY,AVFREE
H'1711,5,CASCABE042B,36,BOTHWAY,AVFREE
H'1711,6,CASCABE042B,37,BOTHWAY,AVFREE
H'1711,7,CASCABE042B,38,BOTHWAY,AVFREE
H'1711,8,CASCABE042B,39,BOTHWAY,AVFREE
H'1711,9,CASCABE042B,40,BOTHWAY,AVFREE
H'1711,10,CASCABE042B,41,BOTHWAY,AVFREE
H'1711,11,CASCABE042B,42,BOTHWAY,AVFREE
H'1711,12,CASCABE042B,43,BOTHWAY,AVFREE
H'1711,13,CASCABE042B,44,BOTHWAY,AVFREE
H'1711,14,CASCABE042B,45,BOTHWAY,AVFREE
H'1711,15,CASCABE042B,46,BOTHWAY,AVFREE
H'1713,1,CASCABE0434,1,BOTHWAY,AVFREE
H'1713,2,CASCABE0434,2,BOTHWAY,AVFREE
H'1713,3,CASCABE0434,3,BOTHWAY,AVFREE
H'1713,4,CASCABE0434,4,BOTHWAY,AVFREE
H'1713,5,CASCABE0434,5,BOTHWAY,AVFREE
H'1713,6,CASCABE0434,6,BOTHWAY,AVFREE
H'1713,7,CASCABE0434,7,BOTHWAY,AVFREE
H'1713,8,CASCABE0434,8,BOTHWAY,AVFREE
H'1713,9,CASCABE0434,9,BOTHWAY,AVFREE
H'1713,10,CASCABE0434,10,BOTHWAY,AVFREE
H'1713,11,CASCABE0434,11,BOTHWAY,AVFREE
H'1713,12,CASCABE0434,12,BOTHWAY,AVFREE
H'1713,13,CASCABE0434,13,BOTHWAY,AVFREE
H'1713,14,CASCABE0434,14,BOTHWAY,AVFREE
H'1713,15,CASCABE0434,15,BOTHWAY,AVFREE
H'1713,17,CASCABE0434,17,BOTHWAY,AVFREE
H'1713,18,CASCABE0434,18,BOTHWAY,AVFREE
H'1713,19,CASCABE0434,19,BOTHWAY,AVFREE
H'1713,20,CASCABE0434,20,BOTHWAY,AVFREE
H'1713,21,CASCABE0434,21,BOTHWAY,AVFREE
H'1713,22,CASCABE0434,22,BOTHWAY,AVFREE
H'1713,23,CASCABE0434,23,BOTHWAY,AVFREE
H'1713,24,CASCABE0434,24,BOTHWAY,AVFREE
H'1713,25,CASCABE0434,25,BOTHWAY,AVFREE
H'1713,26,CASCABE0434,26,BOTHWAY,AVFREE
H'1713,27,CASCABE0434,27,BOTHWAY,AVFREE
H'1713,28,CASCABE0434,28,BOTHWAY,AVFREE
H'1713,29,CASCABE0434,29,BOTHWAY,AVFREE
H'1713,30,CASCABE0434,30,BOTHWAY,AVFREE
H'1713,31,CASCABE0434,31,BOTHWAY,AVFREE
H'1720,1,CASCABE0426,1,BOTHWAY,AVFREE
H'1720,2,CASCABE0426,2,BOTHWAY,AVBUSY
H'1720,3,CASCABE0426,3,BOTHWAY,AVBUSY
H'1720,4,CASCABE0426,4,BOTHWAY,AVFREE
H'1720,5,CASCABE0426,5,BOTHWAY,AVFREE
H'1720,6,CASCABE0426,6,BOTHWAY,AVFREE
H'1720,7,CASCABE0426,7,BOTHWAY,AVFREE
H'1720,8,CASCABE0426,8,BOTHWAY,AVFREE
H'1720,9,CASCABE0426,9,BOTHWAY,AVFREE
H'1720,10,CASCABE0426,10,BOTHWAY,AVFREE
H'1723,1,CASCABE040F,1,BOTHWAY,AVFREE
H'1723,2,CASCABE040F,2,BOTHWAY,AVFREE
H'1723,3,CASCABE040F,3,BOTHWAY,AVFREE
H'1723,4,CASCABE040F,4,BOTHWAY,AVFREE
H'1723,5,CASCABE040F,5,BOTHWAY,AVFREE
H'1723,6,CASCABE040F,6,BOTHWAY,AVFREE
H'1723,7,CASCABE040F,7,BOTHWAY,AVFREE
H'1723,8,CASCABE040F,8,BOTHWAY,AVFREE
H'1723,9,CASCABE040F,9,BOTHWAY,AVFREE
H'1723,10,CASCABE040F,10,BOTHWAY,AVFREE
H'1723,11,CASCABE040F,11,BOTHWAY,AVFREE
H'1723,12,CASCABE040F,12,BOTHWAY,AVFREE
H'1723,13,CASCABE040F,13,BOTHWAY,AVFREE
H'1723,14,CASCABE040F,14,BOTHWAY,AVFREE
H'1723,15,CASCABE040F,15,BOTHWAY,AVFREE
H'1723,17,CASCABE040F,17,BOTHWAY,AVFREE
H'1723,18,CASCABE040F,18,BOTHWAY,AVFREE
H'1723,19,CASCABE040F,19,BOTHWAY,AVFREE
H'1723,20,CASCABE040F,20,BOTHWAY,AVFREE
H'1723,21,CASCABE040F,21,BOTHWAY,AVFREE
H'1730,1,CASCABE042A,1,BOTHWAY,BLOCKED
H'1730,2,CASCABE042A,2,BOTHWAY,BLOCKED
H'1730,3,CASCABE042A,3,BOTHWAY,BLOCKED
H'1730,4,CASCABE042A,4,BOTHWAY,BLOCKED
H'1730,5,CASCABE042A,5,BOTHWAY,BLOCKED
H'1730,6,CASCABE042A,6,BOTHWAY,BLOCKED
H'1730,7,CASCABE042A,7,BOTHWAY,BLOCKED
H'1730,8,CASCABE042A,8,BOTHWAY,BLOCKED
H'1730,9,CASCABE042A,9,BOTHWAY,BLOCKED
H'1730,10,CASCABE042A,10,BOTHWAY,BLOCKED
H'1731,1,CASCABE0403,1,BOTHWAY,AVFREE
H'1731,2,CASCABE0403,2,BOTHWAY,AVFREE
H'1731,3,CASCABE0403,3,BOTHWAY,AVFREE
H'1731,4,CASCABE0403,4,BOTHWAY,AVFREE
H'1731,5,CASCABE0403,5,BOTHWAY,AVFREE
H'1731,6,CASCABE0403,6,BOTHWAY,AVFREE
H'1731,7,CASCABE0403,7,BOTHWAY,AVFREE
H'1731,8,CASCABE0403,8,BOTHWAY,AVFREE
H'1731,9,CASCABE0403,9,BOTHWAY,AVFREE
H'1731,10,CASCABE0403,10,BOTHWAY,AVFREE
H'1731,11,CASCABE0403,11,BOTHWAY,AVFREE
H'1731,12,CASCABE0403,12,BOTHWAY,AVFREE
H'1731,13,CASCABE0403,13,BOTHWAY,AVFREE
H'1731,14,CASCABE0403,14,BOTHWAY,AVFREE
H'1731,15,CASCABE0403,15,BOTHWAY,AVFREE
H'1731,17,CASCABE0403,17,BOTHWAY,AVFREE
H'1731,18,CASCABE0403,18,BOTHWAY,AVFREE
H'1731,19,CASCABE0403,19,BOTHWAY,AVFREE
H'1731,20,CASCABE0403,20,BOTHWAY,AVFREE
H'1731,21,CASCABE0403,21,BOTHWAY,AVFREE
H'1731,22,CASCABE0403,22,BOTHWAY,AVFREE
H'1731,23,CASCABE0403,23,BOTHWAY,AVFREE
H'1731,24,CASCABE0403,24,BOTHWAY,AVFREE
H'1731,25,CASCABE0403,25,BOTHWAY,AVFREE
H'1731,26,CASCABE0403,26,BOTHWAY,AVFREE
H'1731,27,CASCABE0403,27,BOTHWAY,AVFREE
H'1731,28,CASCABE0403,28,BOTHWAY,AVFREE
H'1731,29,CASCABE0403,29,BOTHWAY,AVFREE
H'1731,30,CASCABE0403,30,BOTHWAY,AVFREE
H'1731,31,CASCABE0403,31,BOTHWAY,AVFREE
H'8000,1,PP0XPUB,201,BOTHWAY,AVFREE
H'8000,2,PP0XPUB,202,BOTHWAY,AVFREE
H'8000,3,PP0XPUB,203,BOTHWAY,AVFREE
H'8000,4,PP0XPUB,204,BOTHWAY,AVFREE
H'8000,5,PP0XPUB,205,BOTHWAY,AVFREE
H'8000,6,PP0XPUB,206,BOTHWAY,AVFREE
H'8000,7,PP0XPUB,207,BOTHWAY,AVFREE
H'8000,8,PP0XPUB,208,BOTHWAY,AVFREE
H'8000,9,PP0XPUB,209,BOTHWAY,AVFREE
H'8000,10,PP0XPUB,210,BOTHWAY,AVFREE
H'8000,11,PP0XPUB,211,BOTHWAY,AVFREE
H'8000,12,PP0XPUB,212,BOTHWAY,AVFREE
H'8000,13,PP0XPUB,213,BOTHWAY,AVFREE
H'8000,14,PP0XPUB,214,BOTHWAY,AVFREE
H'8000,15,PP0XPUB,215,BOTHWAY,AVFREE
H'8000,16,PP0XPUB,216,BOTHWAY,AVFREE
H'8000,17,PP0XPUB,217,BOTHWAY,AVFREE
H'8000,18,PP0XPUB,218,BOTHWAY,AVFREE
H'8000,19,PP0XPUB,219,BOTHWAY,AVFREE
H'8000,20,PP0XPUB,220,BOTHWAY,AVFREE
H'8000,21,PP0XPUB,221,BOTHWAY,AVFREE
H'8000,22,PP0XPUB,222,BOTHWAY,AVFREE
H'8000,23,PP0XPUB,223,BOTHWAY,AVFREE
H'8000,24,PP0XPUB,224,BOTHWAY,AVFREE
H'8000,25,PP0XPUB,225,BOTHWAY,AVFREE
H'8000,26,PP0XPUB,226,BOTHWAY,AVFREE
H'8000,27,PP0XPUB,227,BOTHWAY,AVFREE
H'8000,28,PP0XPUB,228,BOTHWAY,AVFREE
H'8000,29,PP0XPUB,229,BOTHWAY,AVFREE
H'8000,30,PP0XPUB,230,BOTHWAY,AVFREE
H'8000,31,PP0XPUB,231,BOTHWAY,AVFREE
H'8001,1,CL0I2BS,211,OUTGOING,BLOCKED
H'8001,2,CL0I2BS,212,OUTGOING,BLOCKED
H'8001,3,CL0I2BS,213,OUTGOING,BLOCKED
H'8001,4,CL0I2BS,214,OUTGOING,BLOCKED
H'8001,5,CL0I2BS,215,OUTGOING,BLOCKED
H'8001,6,CL0I2BS,216,OUTGOING,BLOCKED
H'8001,7,CL0I2BS,217,OUTGOING,BLOCKED
H'8001,8,CL0I2BS,218,OUTGOING,BLOCKED
