en,tn,tkgid,tkseq,type,state
H'8001,9,CL0I2BS,219,OUTGOING,BLOCKED
H'8001,10,CL0I2BS,220,OUTGOING,BLOCKED
H'8001,11,CL0I2BS,221,OUTGOING,BLOCKED
H'8001,12,CL0I2BS,222,OUTGOING,BLOCKED
H'8001,13,CL0I2BS,223,OUTGOING,BLOCKED
H'8001,14,CL0I2BS,224,OUTGOING,BLOCKED
H'8001,15,CL0I2BS,225,OUTGOING,BLOCKED
H'8001,17,CL0I2BS,226,OUTGOING,BLOCKED
H'8001,18,CL0I2BS,227,OUTGOING,BLOCKED
H'8001,19,CL0I2BS,228,OUTGOING,BLOCKED
H'8001,20,CL0I2BS,229,OUTGOING,BLOCKED
H'8001,21,CL0I2BS,230,OUTGOING,BLOCKED
H'8001,22,CL0I2BS,231,OUTGOING,BLOCKED
H'8001,23,CL0I2BS,232,OUTGOING,BLOCKED
H'8001,24,CL0I2BS,233,OUTGOING,BLOCKED
H'8001,25,CL0I2BS,234,OUTGOING,BLOCKED
H'8001,26,CL0I2BS,235,OUTGOING,BLOCKED
H'8001,27,CL0I2BS,236,OUTGOING,BLOCKED
H'8001,28,CL0I2BS,237,OUTGOING,BLOCKED
H'8001,29,CL0I2BS,238,OUTGOING,BLOCKED
H'8001,30,CL0I2BS,239,OUTGOING,BLOCKED
H'8001,31,CL0I2BS,240,OUTGOING,BLOCKED
H'8003,1,CASCABE0431,1,BOTHWAY,AVFREE
H'8003,2,CASCABE0431,2,BOTHWAY,AVFREE
H'8003,3,CASCABE0431,3,BOTHWAY,AVFREE
H'8003,4,CASCABE0431,4,BOTHWAY,AVFREE
H'8003,5,CASCABE0431,5,BOTHWAY,AVFREE
H'8003,6,CASCABE0431,6,BOTHWAY,AVBUSY
H'8003,7,CASCABE0431,7,BOTHWAY,AVFREE
H'8003,8,CASCABE0431,8,BOTHWAY,AVFREE
H'8003,9,CASCABE0431,9,BOTHWAY,AVFREE
H'8003,10,CASCABE0431,10,BOTHWAY,AVFREE
H'8010,1,CASCABE0419,1,BOTHWAY,AVBUSY
H'8010,2,CASCABE0419,2,BOTHWAY,AVFREE
H'8010,3,CASCABE0419,3,BOTHWAY,AVFREE
H'8010,4,CASCABE0419,4,BOTHWAY,AVFREE
H'8010,5,CASCABE0419,5,BOTHWAY,AVFREE
H'8010,6,CASCABE0419,6,BOTHWAY,AVFREE
H'8010,7,CASCABE0419,7,BOTHWAY,AVFREE
H'8010,8,CASCABE0419,8,BOTHWAY,AVFREE
H'8010,9,CASCABE0419,9,BOTHWAY,AVFREE
H'8010,10,CASCABE0419,10,BOTHWAY,AVFREE
H'8010,11,CASCABE0419,11,BOTHWAY,AVFREE
H'8010,12,CASCABE0419,12,BOTHWAY,AVFREE
H'8010,13,CASCABE0419,13,BOTHWAY,AVFREE
H'8010,14,CASCABE0419,14,BOTHWAY,AVFREE
H'8010,15,CASCABE0419,15,BOTHWAY,AVFREE
H'8011,1,CASCABE0425,1,BOTHWAY,BLOCKED
H'8011,2,CASCABE0425,2,BOTHWAY,BLOCKED
H'8011,3,CASCABE0425,3,BOTHWAY,BLOCKED
H'8011,4,CASCABE0425,4,BOTHWAY,BLOCKED
H'8011,5,CASCABE0425,5,BOTHWAY,BLOCKED
H'8011,6,CASCABE0425,6,BOTHWAY,BLOCKED
H'8011,7,CASCABE0425,7,BOTHWAY,BLOCKED
H'8011,8,CASCABE0425,8,BOTHWAY,BLOCKED
H'8011,9,CASCABE0425,9,BOTHWAY,BLOCKED
H'8011,10,CASCABE0425,10,BOTHWAY,BLOCKED
H'8011,11,CASCABE0425,11,BOTHWAY,BLOCKED
H'8011,12,CASCABE0425,12,BOTHWAY,BLOCKED
H'8011,13,CASCABE0425,13,BOTHWAY,BLOCKED
H'8011,14,CASCABE0425,14,BOTHWAY,BLOCKED
H'8011,15,CASCABE0425,15,BOTHWAY,AVFREE
H'8011,17,CASCABE0425,17,BOTHWAY,AVFREE
H'8011,18,CASCABE0425,18,BOTHWAY,AVFREE
H'8011,19,CASCABE0425,19,BOTHWAY,AVFREE
H'8011,20,CASCABE0425,20,BOTHWAY,AVFREE
H'8011,21,CASCABE0425,21,BOTHWAY,AVFREE
H'8011,22,CASCABE0425,22,BOTHWAY,AVFREE
H'8011,23,CASCABE0425,23,BOTHWAY,AVFREE
H'8011,24,CASCABE0425,24,BOTHWAY,AVFREE
H'8011,25,CASCABE0425,25,BOTHWAY,AVFREE
H'8011,26,CASCABE0425,26,BOTHWAY,AVFREE
H'8011,27,CASCABE0425,27,BOTHWAY,AVFREE
H'8011,28,CASCABE0425,28,BOTHWAY,AVFREE
H'8011,29,CASCABE0425,29,BOTHWAY,AVFREE
H'8011,30,CASCABE0425,30,BOTHWAY,AVFREE
H'8011,31,CASCABE0425,31,BOTHWAY,AVFREE
H'8012,1,CASCABE0406,1,BOTHWAY,AVFREE
H'8012,2,CASCABE0406,2,BOTHWAY,AVFREE
H'8012,3,CASCABE0406,3,BOTHWAY,AVFREE
H'8012,4,CASCABE0406,4,BOTHWAY,AVFREE
H'8012,5,CASCABE0406,5,BOTHWAY,AVFREE
H'8012,6,CASCABE0406,6,BOTHWAY,AVFREE
H'8012,7,CASCABE0406,7,BOTHWAY,AVFREE
H'8012,8,CASCABE0406,8,BOTHWAY,AVFREE
H'8012,9,CASCABE0406,9,BOTHWAY,AVFREE
H'8012,10,CASCABE0406,10,BOTHWAY,AVFREE
H'8012,11,CASCABE0406,11,BOTHWAY,AVFREE
H'8012,12,CASCABE0406,12,BOTHWAY,AVFREE
H'8012,13,CASCABE0406,13,BOTHWAY,AVFREE
H'8012,14,CASCABE0406,14,BOTHWAY,AVFREE
H'8012,15,CASCABE0406,15,BOTHWAY,AVFREE
H'8012,17,CASCABE0406,17,BOTHWAY,AVFREE
H'8012,18,CASCABE0406,18,BOTHWAY,AVFREE
H'8012,19,CASCABE0406,19,BOTHWAY,AVFREE
H'8012,20,CASCABE0406,20,BOTHWAY,AVFREE
H'8012,21,CASCABE0406,21,BOTHWAY,AVFREE
H'8012,22,CASCABE0406,22,BOTHWAY,AVFREE
H'8012,23,CASCABE0406,23,BOTHWAY,AVFREE
H'8012,24,CASCABE0406,24,BOTHWAY,AVFREE
H'8012,25,CASCABE0406,25,BOTHWAY,AVFREE
H'8012,26,CASCABE0406,26,BOTHWAY,AVFREE
H'8012,27,CASCABE0406,27,BOTHWAY,AVFREE
H'8012,28,CASCABE0406,28,BOTHWAY,AVFREE
H'8012,29,CASCABE0406,29,BOTHWAY,AVFREE
H'8012,30,CASCABE0406,30,BOTHWAY,AVFREE
H'8012,31,CASCABE0406,31,BOTHWAY,AVFREE
H'8013,1,CASCABE0430,1,BOTHWAY,BLOCKED
H'8013,2,CASCABE0430,2,BOTHWAY,BLOCKED
H'8013,3,CASCABE0430,3,BOTHWAY,BLOCKED
H'8013,4,CASCABE0430,4,BOTHWAY,BLOCKED
H'8013,5,CASCABE0430,5,BOTHWAY,BLOCKED
H'8013,6,CASCABE0430,6,BOTHWAY,BLOCKED
H'8013,7,CASCABE0430,7,BOTHWAY,BLOCKED
H'8013,8,CASCABE0430,8,BOTHWAY,BLOCKED
H'8013,9,CASCABE0430,9,BOTHWAY,BLOCKED
H'8013,10,CASCABE0430,10,BOTHWAY,BLOCKED
H'8013,11,CASCABE0430,11,BOTHWAY,BLOCKED
H'8013,12,CASCABE0430,12,BOTHWAY,BLOCKED
H'8013,13,CASCABE0430,13,BOTHWAY,BLOCKED
H'8013,14,CASCABE0430,14,BOTHWAY,BLOCKED
H'8013,15,CASCABE0430,15,BOTHWAY,BLOCKED
H'8013,17,CASCABE0430,17,BOTHWAY,BLOCKED
H'8013,18,CASCABE0430,18,BOTHWAY,BLOCKED
H'8013,19,CASCABE0430,19,BOTHWAY,BLOCKED
H'8013,20,CASCABE0430,20,BOTHWAY,BLOCKED
H'8013,21,CASCABE0430,21,BOTHWAY,BLOCKED
H'8013,22,CASCABE0430,22,BOTHWAY,BLOCKED
H'8013,23,CASCABE0430,23,BOTHWAY,BLOCKED
H'8013,24,CASCABE0430,24,BOTHWAY,BLOCKED
H'8013,25,CASCABE0430,25,BOTHWAY,BLOCKED
H'8013,26,CASCABE0430,26,BOTHWAY,BLOCKED
H'8013,27,CASCABE0430,27,BOTHWAY,BLOCKED
H'8013,28,CASCABE0430,28,BOTHWAY,BLOCKED
H'8013,29,CASCABE0430,29,BOTHWAY,BLOCKED
H'8013,30,CASCABE0430,30,BOTHWAY,BLOCKED
H'8013,31,CASCABE0430,31,BOTHWAY,BLOCKED
H'8020,1,CASCABE0407,1,BOTHWAY,AVBUSY
H'8020,2,CASCABE0407,2,BOTHWAY,AVBUSY
H'8020,3,CASCABE0407,3,BOTHWAY,AVBUSY
H'8020,4,CASCABE0407,4,BOTHWAY,BLOCKED
H'8020,5,CASCABE0407,5,BOTHWAY,AVFREE
H'8020,6,CASCABE0407,6,BOTHWAY,AVFREE
H'8020,7,CASCABE0407,7,BOTHWAY,AVFREE
H'8020,8,CASCABE0407,8,BOTHWAY,AVFREE
H'8020,9,CASCABE0407,9,BOTHWAY,AVFREE
H'8020,10,CASCABE0407,10,BOTHWAY,AVFREE
H'8020,11,CASCABE0407,11,BOTHWAY,AVFREE
H'8020,12,CASCABE0407,12,BOTHWAY,AVFREE
H'8020,13,CASCABE0407,13,BOTHWAY,AVFREE
H'8020,14,CASCABE0407,14,BOTHWAY,AVFREE
H'8020,15,CASCABE0407,15,BOTHWAY,AVFREE
H'8020,17,CASCABE0407,17,BOTHWAY,AVFREE
H'8020,18,CASCABE0407,18,BOTHWAY,AVFREE
H'8020,19,CASCABE0407,19,BOTHWAY,AVFREE
H'8020,20,CASCABE0407,20,BOTHWAY,AVFREE
H'8020,21,CASCABE0407,21,BOTHWAY,BLOCKED
H'8020,22,CASCABE0407,22,BOTHWAY,AVFREE
H'8020,23,CASCABE0407,23,BOTHWAY,AVFREE
H'8020,24,CASCABE0407,24,BOTHWAY,AVFREE
H'8020,25,CASCABE0407,25,BOTHWAY,AVFREE
H'8020,26,CASCABE0407,26,BOTHWAY,BLOCKED
H'8020,27,CASCABE0407,27,BOTHWAY,AVFREE
H'8020,28,CASCABE0407,28,BOTHWAY,AVFREE
H'8020,29,CASCABE0407,29,BOTHWAY,AVFREE
H'8020,30,CASCABE0407,30,BOTHWAY,AVFREE
H'8020,31,CASCABE0407,31,BOTHWAY,AVFREE
H'8022,1,PP0XPUB,701,BOTHWAY,AVFREE
H'8022,2,PP0XPUB,702,BOTHWAY,AVFREE
H'8022,3,PP0XPUB,703,BOTHWAY,AVFREE
H'8022,4,PP0XPUB,704,BOTHWAY,AVFREE
H'8022,5,PP0XPUB,705,BOTHWAY,AVFREE
H'8022,6,PP0XPUB,706,BOTHWAY,AVFREE
H'8022,7,PP0XPUB,707,BOTHWAY,AVFREE
H'8022,8,PP0XPUB,708,BOTHWAY,AVFREE
H'8022,9,PP0XPUB,709,BOTHWAY,AVFREE
H'8022,10,PP0XPUB,710,BOTHWAY,AVFREE
H'8022,11,PP0XPUB,711,BOTHWAY,AVFREE
H'8022,12,PP0XPUB,712,BOTHWAY,AVFREE
H'8022,13,PP0XPUB,713,BOTHWAY,AVFREE
H'8022,14,PP0XPUB,714,BOTHWAY,AVFREE
H'8022,15,PP0XPUB,715,BOTHWAY,AVFREE
H'8022,16,PP0XPUB,716,BOTHWAY,AVFREE
H'8022,17,PP0XPUB,717,BOTHWAY,AVFREE
H'8022,18,PP0XPUB,718,BOTHWAY,AVFREE
H'8022,19,PP0XPUB,719,BOTHWAY,AVFREE
H'8022,20,PP0XPUB,720,BOTHWAY,AVFREE
H'8022,21,PP0XPUB,721,BOTHWAY,AVFREE
H'8022,22,PP0XPUB,722,BOTHWAY,AVFREE
H'8022,23,PP0XPUB,723,BOTHWAY,AVFREE
H'8022,24,PP0XPUB,724,BOTHWAY,AVFREE
H'8022,25,PP0XPUB,725,BOTHWAY,AVFREE
H'8022,26,PP0XPUB,726,BOTHWAY,AVFREE
H'8022,27,PP0XPUB,727,BOTHWAY,AVFREE
H'8022,28,PP0XPUB,728,BOTHWAY,AVFREE
H'8022,29,PPXEP3B,729,BOTHWAY,READY
H'8022,30,PPXEP3B,730,BOTHWAY,READY
H'8022,31,PPXEP3B,731,BOTHWAY,READY
H'8023,1,PP0XPUB,801,BOTHWAY,READY
H'8023,2,PP0XPUB,802,BOTHWAY,READY
H'8023,3,PP0XPUB,803,BOTHWAY,READY
H'8023,4,PP0XPUB,804,BOTHWAY,READY
H'8023,5,PP0XPUB,805,BOTHWAY,READY
H'8023,6,PP0XPUB,806,BOTHWAY,READY
H'8023,7,PP0XPUB,807,BOTHWAY,READY
H'8023,8,PP0XPUB,808,BOTHWAY,READY
H'8023,9,PP0XPUB,809,BOTHWAY,READY
H'8023,10,PP0XPUB,810,BOTHWAY,READY
H'8023,11,PP0XPUB,811,BOTHWAY,READY
H'8023,12,PP0XPUB,812,BOTHWAY,READY
H'8023,13,PP0XPUB,813,BOTHWAY,READY
H'8023,14,PP0XPUB,814,BOTHWAY,READY
H'8023,15,PP0XPUB,815,BOTHWAY,READY
H'8023,16,PP0XPUB,816,BOTHWAY,READY
H'8023,17,PP0XPUB,817,BOTHWAY,READY
H'8023,18,PP0XPUB,818,BOTHWAY,READY
H'8023,19,PP0XPUB,819,BOTHWAY,READY
H'8023,20,PP0XPUB,820,BOTHWAY,READY
H'8023,21,PP0XPUB,821,BOTHWAY,READY
H'8023,22,PP0XPUB,822,BOTHWAY,READY
H'8023,23,PP0XPUB,823,BOTHWAY,READY
H'8023,24,PP0XPUB,824,BOTHWAY,READY
H'8023,25,PP0XPUB,825,BOTHWAY,READY
H'8023,26,PP0XPUB,826,BOTHWAY,READY
H'8023,27,PP0XPUB,827,BOTHWAY,READY
H'8023,28,PP0XPUB,828,BOTHWAY,READY
H'8023,29,PP0XPUB,829,BOTHWAY,READY
H'8023,30,PP0XPUB,830,BOTHWAY,READY
H'8023,31,PP0XPUB,831,BOTHWAY,READY
H'8220,1,CT01ZHB,201,BOTHWAY,EXTBLK
H'8220,2,CT01ZHB,202,BOTHWAY,EXTBLK
H'8220,3,CT01ZHB,203,BOTHWAY,EXTBLK
H'8220,4,CT01ZHB,204,BOTHWAY,EXTBLK
H'8220,5,CT01ZHB,205,BOTHWAY,EXTBLK
H'8220,6,CT01ZHB,206,BOTHWAY,EXTBLK
H'8220,7,CT01ZHB,207,BOTHWAY,EXTBLK
H'8220,8,CT01ZHB,208,BOTHWAY,EXTBLK
H'8220,9,CT01ZHB,209,BOTHWAY,EXTBLK
H'8220,10,CT01ZHB,210,BOTHWAY,EXTBLK
H'8220,11,CT01ZHB,211,BOTHWAY,EXTBLK
H'8220,12,CT01ZHB,212,BOTHWAY,EXTBLK
H'8220,13,CT01ZHB,213,BOTHWAY,EXTBLK
H'8220,14,CT01ZHB,214,BOTHWAY,EXTBLK
H'8220,15,CT01ZHB,215,BOTHWAY,EXTBLK
H'8220,16,CT01ZHB,216,BOTHWAY,EXTBLK
H'8220,17,CT01ZHB,217,BOTHWAY,EXTBLK
H'8220,18,CT01ZHB,218,BOTHWAY,EXTBLK
H'8220,19,CT01ZHB,219,BOTHWAY,EXTBLK
H'8220,20,CT01ZHB,220,BOTHWAY,EXTBLK
H'8220,21,CT01ZHB,221,BOTHWAY,EXTBLK
H'8220,22,CT01ZHB,222,BOTHWAY,EXTBLK
H'8220,23,CT01ZHB,223,BOTHWAY,EXTBLK
H'8220,24,CT01ZHB,224,BOTHWAY,EXTBLK
H'8220,25,CT01ZHB,225,BOTHWAY,EXTBLK
H'8220,26,CT01ZHB,226,BOTHWAY,EXTBLK
H'8220,27,CT01ZHB,227,BOTHWAY,EXTBLK
H'8220,28,CT01ZHB,228,BOTHWAY,EXTBLK
H'8220,29,CT01ZHB,229,BOTHWAY,EXTBLK
H'8220,30,CT01ZHB,230,BOTHWAY,EXTBLK
H'8220,31,CT01ZHB,231,BOTHWAY,EXTBLK
H'8221,1,PP0XPUB,901,BOTHWAY,READY
H'8221,2,PP0XPUB,902,BOTHWAY,READY
H'8221,3,PP0XPUB,903,BOTHWAY,READY
H'8221,4,PP0XPUB,904,BOTHWAY,READY
H'8221,5,PP0XPUB,905,BOTHWAY,READY
H'8221,6,PP0XPUB,906,BOTHWAY,READY
H'8221,7,PP0XPUB,907,BOTHWAY,READY
H'8221,8,PP0XPUB,908,BOTHWAY,READY
H'8221,9,PP0XPUB,909,BOTHWAY,READY
H'8221,10,PP0XPUB,910,BOTHWAY,READY
H'8221,11,PP0XPUB,911,BOTHWAY,READY
H'8221,12,PP0XPUB,912,BOTHWAY,READY
H'8221,13,PP0XPUB,913,BOTHWAY,READY
H'8221,14,PP0XPUB,914,BOTHWAY,READY
H'8221,15,PP0XPUB,915,BOTHWAY,READY
H'8221,16,PP0XPUB,916,BOTHWAY,READY
H'8221,17,PP0XPUB,917,BOTHWAY,READY
H'8221,18,PP0XPUB,918,BOTHWAY,READY
H'8221,19,PP0XPUB,919,BOTHWAY,READY
H'8221,20,PP0XPUB,920,BOTHWAY,READY
H'8221,21,PP0XPUB,921,BOTHWAY,READY
H'8221,22,PP0XPUB,922,BOTHWAY,READY
H'8221,23,PP0XPUB,923,BOTHWAY,READY
H'8221,24,PP0XPUB,924,BOTHWAY,READY
H'8221,25,PP0XPUB,925,BOTHWAY,READY
H'8221,26,PP0XPUB,926,BOTHWAY,READY
H'8221,27,PP0XPUB,927,BOTHWAY,READY
H'8221,28,PPXEP4B,928,BOTHWAY,READY
H'8221,29,PPXEP4B,929,BOTHWAY,READY
H'8221,30,PPXEP4B,930,BOTHWAY,READY
H'8221,31,PPXEP4B,931,BOTHWAY,READY
H'8222,1,CASCABE0436,1,BOTHWAY,AVBUSY
H'8222,2,CASCABE0436,2,BOTHWAY,AVBUSY
H'8222,3,CASCABE0436,3,BOTHWAY,AVBUSY
H'8222,4,CASCABE0436,4,BOTHWAY,AVBUSY
H'8222,5,CASCABE0436,5,BOTHWAY,AVBUSY
H'8222,6,CASCABE0436,6,BOTHWAY,AVFREE
H'8222,7,CASCABE0436,7,BOTHWAY,AVBUSY
H'8222,8,CASCABE0436,8,BOTHWAY,AVFREE
H'8222,9,CASCABE0436,9,BOTHWAY,AVFREE
H'8222,10,CASCABE0436,10,BOTHWAY,AVFREE
H'8222,11,CASCABE0436,11,BOTHWAY,AVFREE
H'8222,12,CASCABE0436,12,BOTHWAY,AVFREE
H'8222,13,CASCABE0436,13,BOTHWAY,AVFREE
H'8222,14,CASCABE0436,14,BOTHWAY,AVFREE
H'8222,15,CASCABE0436,15,BOTHWAY,AVFREE
H'8222,17,CASCABE0436,17,BOTHWAY,AVFREE
H'8222,18,CASCABE0436,18,BOTHWAY,AVFREE
H'8222,19,CASCABE0436,19,BOTHWAY,AVFREE
H'8222,20,CASCABE0436,20,BOTHWAY,AVFREE
H'8222,21,CASCABE0436,21,BOTHWAY,AVFREE
H'8222,22,CASCABE0436,22,BOTHWAY,AVFREE
H'8222,23,CASCABE0436,23,BOTHWAY,AVFREE
H'8222,24,CASCABE0436,24,BOTHWAY,AVFREE
H'8222,25,CASCABE0436,25,BOTHWAY,AVFREE
H'8222,26,CASCABE0436,26,BOTHWAY,AVFREE
H'8222,27,CASCABE0436,27,BOTHWAY,AVFREE
H'8222,28,CASCABE0436,28,BOTHWAY,AVFREE
H'8222,29,CASCABE0436,29,BOTHWAY,AVFREE
H'8222,30,CASCABE0436,30,BOTHWAY,AVFREE
H'8222,31,CASCABE0436,31,BOTHWAY,AVFREE
H'8300,1,ES0BPLB,501,BOTHWAY,AVFREE
H'8300,2,ES0BPLB,502,BOTHWAY,AVFREE
H'8300,3,ES0BPLB,503,BOTHWAY,AVFREE
H'8300,4,ES0BPLB,504,BOTHWAY,AVFREE
H'8300,5,ES0BPLB,505,BOTHWAY,AVFREE
H'8300,6,ES0BPLB,506,BOTHWAY,AVFREE
H'8300,7,ES0BPLB,507,BOTHWAY,AVFREE
H'8300,8,ES0BPLB,508,BOTHWAY,AVFREE
H'8300,9,ES0BPLB,509,BOTHWAY,AVFREE
H'8300,10,ES0BPLB,510,BOTHWAY,AVFREE
H'8300,11,ES0BPLB,511,BOTHWAY,AVFREE
H'8300,12,ES0BPLB,512,BOTHWAY,AVFREE
H'8300,13,ES0BPLB,513,BOTHWAY,AVFREE
H'8300,14,ES0BPLB,514,BOTHWAY,AVFREE
H'8300,15,ES0BPLB,515,BOTHWAY,AVFREE
H'8300,16,ES0BPLB,516,BOTHWAY,AVFREE
H'8300,17,ES0BPLB,517,BOTHWAY,AVFREE
H'8300,18,ES0BPLB,518,BOTHWAY,AVFREE
H'8300,19,ES0BPLB,519,BOTHWAY,AVFREE
H'8300,20,ES0BPLB,520,BOTHWAY,AVFREE
H'8300,21,ES0BPLB,521,BOTHWAY,AVFREE
H'8300,22,ES0BPLB,522,BOTHWAY,AVFREE
H'8300,23,ES0BPLB,523,BOTHWAY,AVFREE
H'8300,24,ES0BPLB,524,BOTHWAY,AVFREE
H'8300,25,ES0BPLB,525,BOTHWAY,AVFREE
H'8300,26,ES0BPLB,526,BOTHWAY,AVFREE
H'8300,27,ES0BPLB,527,BOTHWAY,AVFREE
H'8300,28,ES0BPLB,528,BOTHWAY,AVFREE
H'8300,29,ES0BPLB,529,BOTHWAY,AVFREE
H'8300,30,ES0BPLB,530,BOTHWAY,AVFREE
H'8300,31,ES0BPLB,531,BOTHWAY,AVFREE
H'8303,1,ES0BPLB,601,BOTHWAY,AVFREE
H'8303,2,ES0BPLB,602,BOTHWAY,AVFREE
H'8303,3,ES0BPLB,603,BOTHWAY,AVFREE
H'8303,4,ES0BPLB,604,BOTHWAY,AVFREE
H'8303,5,ES0BPLB,605,BOTHWAY,AVFREE
H'8303,6,ES0BPLB,606,BOTHWAY,AVFREE
H'8303,7,ES0BPLB,607,BOTHWAY,AVFREE
H'8303,8,ES0BPLB,608,BOTHWAY,AVFREE
H'8303,9,ES0BPLB,609,BOTHWAY,AVFREE
H'8303,10,ES0BPLB,610,BOTHWAY,AVFREE
H'8303,11,ES0BPLB,611,BOTHWAY,AVFREE
H'8303,12,ES0BPLB,612,BOTHWAY,AVFREE
H'8303,13,ES0BPLB,613,BOTHWAY,AVFREE
H'8303,14,ES0BPLB,614,BOTHWAY,AVFREE
H'8303,15,ES0BPLB,615,BOTHWAY,AVFREE
H'8303,16,ES0BPLB,616,BOTHWAY,AVFREE
H'8303,17,ES0BPLB,617,BOTHWAY,AVFREE
H'8303,18,ES0BPLB,618,BOTHWAY,AVFREE
H'8303,19,ES0BPLB,619,BOTHWAY,AVFREE
H'8303,20,ES0BPLB,620,BOTHWAY,AVFREE
H'8303,21,ES0BPLB,621,BOTHWAY,AVFREE
H'8303,22,ES0BPLB,622,BOTHWAY,AVFREE
H'8303,23,ES0BPLB,623,BOTHWAY,AVFREE
H'8303,24,ES0BPLB,624,BOTHWAY,AVBUSY
H'8303,25,ES0BPLB,625,BOTHWAY,AVFREE
H'8303,26,ES0BPLB,626,BOTHWAY,AVFREE
H'8303,27,ES0BPLB,627,BOTHWAY,AVFREE
H'8303,28,ES0BPLB,628,BOTHWAY,AVFREE
H'8303,29,ES0BPLB,629,BOTHWAY,AVFREE
H'8303,30,ES0BPLB,630,BOTHWAY,AVBUSY
H'8303,31,ES0BPLB,631,BOTHWAY,AVFREE
H'0,1,CT0XPUB,101,BOTHWAY,AVBUSY
H'0,2,CT0XPUB,102,BOTHWAY,AVFREE
H'0,3,CT0XPUB,103,BOTHWAY,AVFREE
H'0,4,CT0XPUB,104,BOTHWAY,AVFREE
H'0,5,CT0XPUB,105,BOTHWAY,AVFREE
H'0,6,CT0XPUB,106,BOTHWAY,AVFREE
H'0,7,CT0XPUB,107,BOTHWAY,AVFREE
H'0,8,CT0XPUB,108,BOTHWAY,AVFREE
H'0,9,CT0XPUB,109,BOTHWAY,AVFREE
H'0,10,CT0XPUB,110,BOTHWAY,AVFREE
H'0,11,CT0XPUB,111,BOTHWAY,AVFREE
H'0,12,CT0XPUB,112,BOTHWAY,AVFREE
H'0,13,CT0XPUB,113,BOTHWAY,AVFREE
H'0,14,CT0XPUB,114,BOTHWAY,AVFREE
H'0,15,CT0XPUB,115,BOTHWAY,AVFREE
H'0,16,CT0XPUB,116,BOTHWAY,AVFREE
H'0,17,CT0XPUB,117,BOTHWAY,AVFREE
H'0,18,CT0XPUB,118,BOTHWAY,AVFREE
H'0,19,CT0XPUB,119,BOTHWAY,AVFREE
H'0,20,CT0XPUB,120,BOTHWAY,AVFREE
H'0,21,CT0XPUB,121,BOTHWAY,AVFREE
H'0,22,CT0XPUB,122,BOTHWAY,AVFREE
H'0,23,CT0XPUB,123,BOTHWAY,AVFREE
H'0,24,CT0XPUB,124,BOTHWAY,AVFREE
H'0,25,CT0XPUB,125,BOTHWAY,AVFREE
H'0,26,CT0XPUB,126,BOTHWAY,AVFREE
H'0,27,CT0XPUB,127,BOTHWAY,AVFREE
H'0,28,CT0XPUB,128,BOTHWAY,AVFREE
H'0,29,CT0XPUB,129,BOTHWAY,AVFREE
H'0,30,CT0XPUB,130,BOTHWAY,AVFREE
H'0,31,CT0XPUB,131,BOTHWAY,AVFREE
H'1,1,PP0TPUB,701,BOTHWAY,AVFREE
H'1,2,PP0TPUB,702,BOTHWAY,AVFREE
H'1,3,PP0TPUB,703,BOTHWAY,AVFREE
H'1,4,PP0TPUB,704,BOTHWAY,AVFREE
H'1,5,PP0TPUB,705,BOTHWAY,AVFREE
H'1,6,PP0TPUB,706,BOTHWAY,AVFREE
H'1,7,PP0TPUB,707,BOTHWAY,AVFREE
H'1,8,PP0TPUB,708,BOTHWAY,AVFREE
H'1,9,PP0TPUB,709,BOTHWAY,AVFREE
H'1,10,PP0TPUB,710,BOTHWAY,AVFREE
H'1,11,PP0TPUB,711,BOTHWAY,AVFREE
H'1,12,PP0TPUB,712,BOTHWAY,AVFREE
H'1,13,PP0TPUB,713,BOTHWAY,AVFREE
H'1,14,PP0TPUB,714,BOTHWAY,AVFREE
H'1,15,PP0TPUB,715,BOTHWAY,AVFREE
H'1,16,PP0TPUB,716,BOTHWAY,AVFREE
H'1,17,PP0TPUB,717,BOTHWAY,AVFREE
H'1,18,PP0TPUB,718,BOTHWAY,AVFREE
H'1,19,PP0TPUB,719,BOTHWAY,AVFREE
H'1,20,PP0TPUB,720,BOTHWAY,AVFREE
H'1,21,PP0TPUB,721,BOTHWAY,AVFREE
H'1,22,PP0TPUB,722,BOTHWAY,AVFREE
H'1,23,PP0TPUB,723,BOTHWAY,AVFREE
H'1,24,PP0TPUB,724,BOTHWAY,AVFREE
H'1,25,PP0TPUB,725,BOTHWAY,AVFREE
H'1,26,PP0TPUB,726,BOTHWAY,AVFREE
H'1,27,PP0TPUB,727,BOTHWAY,AVFREE
H'1,28,PP0TPUB,728,BOTHWAY,AVFREE
H'1,29,PPTEP3B,729,BOTHWAY,AVFREE
H'1,30,PPTEP3B,730,BOTHWAY,AVFREE
H'1,31,PPTEP3B,731,BOTHWAY,AVFREE
H'10,1,CT0XPUB,1,BOTHWAY,AVFREE
H'10,2,CT0XPUB,2,BOTHWAY,AVFREE
H'10,3,CT0XPUB,3,BOTHWAY,AVFREE
H'10,4,CT0XPUB,4,BOTHWAY,AVFREE
H'10,5,CT0XPUB,5,BOTHWAY,AVFREE
H'10,6,CT0XPUB,6,BOTHWAY,AVFREE
H'10,7,CT0XPUB,7,BOTHWAY,AVFREE
H'10,8,CT0XPUB,8,BOTHWAY,AVFREE
H'10,9,CT0XPUB,9,BOTHWAY,AVFREE
H'10,10,CT0XPUB,10,BOTHWAY,AVFREE
H'10,11,CT0XPUB,11,BOTHWAY,AVFREE
